gene_id,fpkm_Sample1,fpkm_Sample2
YOR091W,75.3,25.4
YOR092W,27.2,15.4
YOR093C,24.0,18.9
YOR094W,32.3,11.3
YOR095C,22.0,8.0
YOR096W,757.2,827.6
YOR097C,52.0,16.1
YOR098C,29.6,20.0
YOR099W,159.0,91.5
YOR100C,138.3,19.4
YOR101W,32.4,9.7
YOR102W,121.5,30.4
YOR103C,138.5,29.1
YOR104W,35.7,13.5
YOR105W,17.8,6.0
YOR106W,33.0,8.5
YOR107W,15.1,4.3
YOR108W,37.5,24.3
YOR109W,35.2,34.4
YOR110W,32.5,10.1
YOR111W,30.7,9.5
YOR112W,30.7,17.4
YOR113W,15.9,10.7
YOR115C,55.3,17.5
YOR116C,11.4,22.0
YOR117W,290.4,116.2
YOR118W,50.3,22.5
YOR119C,27.7,14.0
YOR120W,400.2,103.8
YOR121C,227.9,73.5
YOR122C,910.2,389.5
YOR123C,93.1,15.7
YOR124C,69.3,71.6
YOR125C,44.3,11.8
YOR126C,36.4,13.9
YOR127W,25.1,13.3
YOR128C,304.7,135.1
YOR130C,32.3,14.0
YOR131C,132.4,18.4
YOR132W,92.4,38.2
YOR133W,3.6,12.5
YOR134W,135.6,27.5
YOR135C,1608.2,700.9
YOR136W,1740.9,648.9
YOR137C,39.3,12.6
YOR138C,32.0,16.3
YOR140W,28.6,14.8
YOR141C,43.4,37.3
YOR142W,264.6,78.3
YOR143C,10.8,4.6
YOR145C,60.5,21.6
YOR146W,59.0,22.0
YOR147W,29.9,11.1
YOR148C,67.0,22.9
YOR150W,148.6,48.0
YOR151C,157.4,197.7
YOR152C,119.8,30.8
YOR153W,614.8,1827.6
YOR154W,13.6,7.4
YOR155C,81.9,24.3
YOR156C,14.9,5.6
YOR157C,392.0,128.7
YOR158W,113.8,37.4
YOR159C,86.2,24.9
YOR160W,52.2,31.4
YOR161C,135.5,41.5
YOR161C-C,33.4,40.0
YOR161W-B,45.8,15.6
YOR162C,30.5,11.7
YOR163W,150.6,31.9
YOR164C,99.5,61.4
YOR165W,24.7,32.2
YOR166C,18.5,10.3
YOR167C,11373.8,6192.2
YOR168W,97.0,94.7
YOR169C,72.4,78.6
YOR170W,58.3,21.5
YOR171C,63.8,22.4
YOR172W,21.5,14.5
YOR173W,212.7,60.2
YOR174W,30.3,7.8
YOR175C,41.8,24.2
YOR176W,61.9,78.5
YOR178C,27.4,10.6
YOR179C,20.4,8.6
YOR180C,10.2,3.2
YOR181W,30.0,4.9
YOR182C,10005.5,7798.5
YOR184W,299.2,193.2
YOR185C,310.5,171.1
YOR186W,23.6,4.8
YOR187W,266.9,141.6
YOR189W,75.1,30.0
YOR190W,26.7,5.3
YOR191W,25.8,21.0
YOR192C,17.3,8.1
YOR192C-C,37.3,17.0
YOR193W,28.1,8.0
YOR194C,122.4,17.4
YOR195W,32.7,23.7
YOR196C,45.5,19.9
YOR197W,130.9,71.4
YOR198C,228.5,275.6
YOR200W,23.2,5.1
YOR201C,29.9,6.7
YOR204W,28.5,80.7
YOR205C,26.3,15.7
YOR206W,44.7,37.0
YOR207C,41.1,56.8
YOR208W,46.6,18.0
YOR209C,164.3,64.9
YOR210W,541.1,197.5
YOR211C,36.7,16.3
YOR212W,44.5,16.3
YOR213C,24.6,9.7
YOR214C,21.9,4.8
YOR215C,194.0,65.7
YOR216C,54.4,23.1
YOR217W,24.4,19.9
YOR218C,12.5,8.2
YOR219C,31.0,15.4
YOR220W,153.6,44.2
YOR221C,126.6,22.0
YOR222W,113.8,49.0
YOR223W,61.1,14.0
YOR224C,220.4,81.2
YOR225W,23.4,12.9
YOR226C,70.2,28.8
YOR227W,61.6,20.8
YOR228C,25.2,6.8
YOR230W,676.3,333.2
YOR231C-A,13.0,3.7
YOR231W,65.1,15.7
YOR232W,221.4,79.3
YOR234C,931.6,512.6
YOR236W,22.1,11.6
YOR238W,70.0,19.9
YOR239W,44.6,43.3
YOR241W,57.2,27.3
YOR242C,11.1,5.6
YOR243C,24.5,27.4
YOR244W,37.1,10.8
YOR245C,71.2,23.1
YOR246C,51.4,20.3
YOR247W,156.3,79.6
YOR248W,77.7,49.3
YOR249C,15.2,6.4
YOR250C,24.9,10.4
YOR251C,67.1,32.8
YOR252W,43.2,13.0
YOR253W,100.2,92.2
YOR254C,82.4,73.3
YOR256C,51.4,22.2
YOR257W,316.7,29.2
YOR258W,47.4,11.4
YOR259C,451.4,108.9
YOR260W,95.0,39.8
YOR261C,461.7,124.7
YOR262W,55.4,19.4
YOR263C,25.4,9.6
YOR264W,27.6,7.0
YOR265W,154.7,74.5
YOR266W,15.8,5.0
YOR267C,160.2,35.0
YOR268C,12.2,5.4
YOR269W,16.6,5.2
YOR270C,268.0,196.4
YOR271C,119.5,39.1
YOR272W,48.4,27.1
YOR273C,108.3,44.3
YOR274W,34.3,10.5
YOR275C,53.2,20.6
YOR276W,324.8,218.4
YOR277C,25.0,12.9
YOR278W,51.4,18.1
YOR279C,19.9,4.1
YOR280C,63.8,26.3
YOR281C,40.5,16.3
YOR283W,37.0,13.0
YOR284W,12.3,3.6
YOR285W,1069.3,310.7
YOR286W,182.1,46.6
YOR287C,14.1,6.4
YOR288C,40.1,12.7
YOR289W,90.4,39.7
YOR290C,54.1,41.6
YOR291W,18.3,15.3
YOR292C,68.1,15.0
YOR293C-A,32.7,21.9
YOR293W,1199.3,670.5
YOR294W,63.0,32.6
YOR295W,15.7,5.3
YOR296W,45.0,31.6
YOR297C,146.9,94.1
YOR298C-A,791.5,374.2
YOR298W,110.3,115.6
YOR299W,30.4,20.6
YOR301W,13.8,11.6
YOR303W,443.1,127.2
YOR304C-A,106.8,53.1
YOR304W,16.9,14.8
YOR305W,38.8,15.4
YOR306C,78.1,24.0
YOR307C,52.1,22.6
YOR309C,82.1,53.5
YOR310C,144.0,76.1
YOR311C,81.6,24.5
YOR312C,1445.6,914.6
YOR316C,65.6,26.4
YOR317W,515.2,394.7
YOR318C,18.4,4.2
YOR319W,37.0,13.1
YOR320C,41.1,21.4
YOR321W,24.6,18.6
YOR322C,31.6,19.5
YOR323C,162.0,126.5
YOR324C,11.7,6.5
YOR326W,81.6,74.9
YOR327C,265.9,81.8
YOR329C,35.5,12.5
YOR330C,13.1,9.7
YOR331C,1006.9,733.2
YOR332W,576.6,312.9
YOR334W,10.6,3.5
YOR335C,56.7,178.4
YOR336W,11.5,23.2
YOR337W,13.9,8.3
YOR338W,61.0,19.9
YOR339C,29.3,7.2
YOR340C,38.2,18.4
YOR341W,31.1,102.0
YOR342C,27.8,6.5
YOR344C,370.5,104.7
YOR345C,31.0,11.2
YOR346W,45.1,48.5
YOR347C,32.9,59.7
YOR348C,15.6,7.7
YOR349W,25.1,10.6
YOR350C,12.1,9.0
YOR352W,27.9,7.7
YOR353C,40.2,11.7
YOR354C,42.0,17.6
YOR355W,40.1,32.9
YOR356W,23.1,11.9
YOR357C,264.1,71.0
YOR358W,22.4,8.6
YOR359W,15.2,3.3
YOR360C,54.6,21.6
YOR361C,158.1,126.0
YOR362C,317.9,111.2
YOR363C,22.2,9.0
YOR365C,16.7,4.6
YOR366W,16.2,3.1
YOR367W,99.4,25.6
YOR368W,24.1,5.9
YOR369C,3203.1,1675.2
YOR370C,97.7,38.5
YOR371C,27.0,20.4
YOR372C,38.7,10.4
YOR373W,14.7,6.3
YOR374W,589.1,301.6
YOR375C,835.4,379.8
YOR376W-A,24.7,28.8
YOR377W,39.2,14.2
YOR378W,12.8,5.4
YOR380W,15.3,5.1
YOR381W,14.6,5.4
YOR381W-A,10.3,33.4
YOR382W,541.3,73.5
YOR383C,319.4,70.8
YOR384W,24.2,7.6
YOR385W,31.6,21.2
YOR386W,46.6,43.4
YOR387C,52.6,37.9
YOR389W,24.3,11.2
YPL001W,88.4,22.3
YPL002C,78.3,24.9
YPL003W,68.6,20.7
YPL004C,375.1,174.3
YPL005W,52.7,25.1
YPL006W,44.9,39.7
YPL007C,45.3,13.7
YPL008W,10.2,3.8
YPL009C,165.7,46.1
YPL010W,288.5,101.2
YPL011C,38.1,9.7
YPL012W,19.2,56.8
YPL013C,365.9,56.4
YPL014W,42.6,6.2
YPL015C,57.7,23.9
YPL016W,10.4,30.8
YPL017C,22.3,7.1
YPL018W,29.7,8.7
YPL019C,64.2,44.0
YPL020C,26.2,13.6
YPL022W,22.0,12.6
YPL023C,29.9,18.3
YPL024W,29.3,11.5
YPL026C,21.2,10.6
YPL028W,347.2,201.5
YPL030W,17.1,6.8
YPL031C,124.3,32.0
YPL032C,40.8,17.9
YPL034W,50.2,10.6
YPL035C,46.6,11.5
YPL037C,1152.0,642.6
YPL038W,37.3,9.3
YPL039W,12.0,5.2
YPL040C,10.3,7.3
YPL041C,20.5,9.6
YPL042C,15.0,6.6
YPL043W,23.1,15.8
YPL045W,18.9,10.1
YPL046C,30.9,10.8
YPL047W,40.0,9.8
YPL048W,344.1,258.8
YPL049C,42.5,11.2
YPL050C,65.8,22.0
YPL051W,47.7,12.2
YPL052W,27.7,8.5
YPL053C,124.9,46.3
YPL054W,34.7,5.6
YPL055C,31.9,10.6
YPL056C,19.5,5.5
YPL057C,32.5,14.1
YPL058C,43.6,50.0
YPL059W,142.8,48.8
YPL060W,13.7,5.8
YPL061W,617.2,698.0
YPL063W,73.2,46.8
YPL064C,69.9,19.0
YPL065W,62.4,15.6
YPL066W,23.6,6.1
YPL067C,12.5,8.7
YPL068C,11.1,3.6
YPL069C,26.1,8.1
YPL070W,35.4,14.4
YPL071C,78.9,16.0
YPL072W,18.6,4.7
YPL074W,23.3,9.1
YPL075W,55.7,17.3
YPL076W,33.3,8.3
YPL077C,23.7,6.7
YPL078C,305.4,93.0
YPL079W,1397.9,744.7
YPL080C,34.2,5.2
YPL081W,225.7,79.0
YPL083C,33.1,16.1
YPL084W,48.7,31.3
YPL085W,19.9,35.8
YPL086C,22.9,19.7
YPL087W,142.5,43.2
YPL088W,67.8,15.9
YPL089C,36.2,12.0
YPL090C,56.8,64.1
YPL091W,251.3,190.4
YPL092W,76.3,19.5
YPL093W,37.2,33.1
YPL094C,102.1,41.8
YPL095C,38.2,7.6
YPL096C-A,89.7,28.6
YPL096W,29.4,8.2
YPL097W,20.3,8.0
YPL098C,195.8,69.9
YPL099C,56.4,19.7
YPL100W,67.4,22.8
YPL101W,21.3,12.4
YPL103C,23.6,8.4
YPL104W,52.6,17.9
YPL105C,60.5,20.4
YPL106C,1671.7,1751.0
YPL107W,35.3,8.4
YPL108W,26.6,11.2
YPL109C,21.3,14.0
YPL110C,49.7,37.7
YPL111W,74.6,60.0
YPL112C,61.4,17.7
YPL113C,30.4,6.4
YPL115C,16.1,8.5
YPL116W,36.8,16.0
YPL117C,223.4,101.1
YPL118W,156.3,51.8
YPL119C,15.0,9.3
YPL119C-A,17.3,8.2
YPL120W,31.5,13.2
YPL122C,22.0,14.2
YPL123C,124.1,30.7
YPL124W,16.5,5.7
YPL125W,35.6,25.8
YPL126W,33.3,47.8
YPL127C,38.1,19.9
YPL128C,15.5,5.6
YPL129W,147.4,44.4
YPL131W,1421.4,1173.4
YPL132W,24.6,6.2
YPL133C,12.5,4.3
YPL134C,29.1,9.1
YPL135W,282.4,68.1
YPL136W,2.9,14.2
YPL137C,33.0,31.6
YPL138C,37.6,16.1
YPL139C,21.5,7.6
YPL140C,28.5,8.1
YPL142C,609.7,645.8
YPL143W,1484.4,1087.6
YPL144W,23.8,9.1
YPL145C,96.1,105.0
YPL146C,67.8,34.9
YPL147W,22.1,7.0
YPL148C,28.3,6.9
YPL149W,34.4,9.4
YPL150W,82.3,23.8
YPL151C,66.0,13.6
YPL152W,134.0,33.7
YPL154C,1109.6,815.4
YPL155C,27.4,12.8
YPL156C,26.3,7.7
YPL157W,14.2,6.2
YPL158C,21.7,9.0
YPL159C,114.3,26.0
YPL160W,74.5,244.2
YPL161C,12.1,6.3
YPL162C,22.0,9.4
YPL163C,32.3,11.4
YPL164C,11.9,4.0
YPL165C,51.9,11.3
YPL166W,59.8,19.8
YPL168W,45.5,11.2
YPL169C,104.4,29.1
YPL170W,500.2,82.3
YPL172C,14.7,5.3
YPL173W,62.8,17.0
YPL174C,13.1,5.6
YPL175W,28.5,9.3
YPL176C,62.7,34.5
YPL177C,49.4,11.1
YPL178W,183.3,36.9
YPL179W,108.3,33.1
YPL180W,21.9,12.6
YPL181W,57.0,16.1
YPL182C,56.2,18.1
YPL183C,9.9,14.0
YPL183W-A,77.4,21.6
YPL184C,83.8,59.5
YPL185W,77.7,19.6
YPL186C,86.1,14.9
YPL188W,87.2,21.8
YPL189C-A,65.8,17.6
YPL190C,106.6,41.5
YPL191C,44.0,15.0
YPL192C,29.8,7.5
YPL193W,28.0,10.7
YPL195W,36.2,37.5
YPL196W,125.6,23.3
YPL197C,124.9,29.5
YPL198W,13.3,4.3
YPL199C,106.8,61.0
YPL200W,21.2,10.1
YPL201C,16.0,11.1
YPL202C,35.5,19.2
YPL203W,59.6,35.8
YPL204W,109.2,31.6
YPL205C,30.3,11.8
YPL206C,195.8,51.4
YPL207W,29.8,29.1
YPL208W,17.3,11.7
YPL210C,64.1,30.5
YPL211W,64.3,34.2
YPL212C,40.1,20.0
YPL213W,49.9,10.6
YPL214C,33.1,15.2
YPL215W,65.5,24.1
YPL216W,14.8,7.8
YPL217C,31.0,41.3
YPL218W,402.9,207.3
YPL219W,11.0,7.1
YPL220W,35.5,50.5
YPL221W,28.6,23.3
YPL222C-A,17.6,7.3
YPL222W,36.4,17.0
YPL223C,50.6,13.0
YPL224C,46.4,18.0
YPL225W,1351.3,354.1
YPL226W,65.4,107.1
YPL227C,21.0,9.9
YPL228W,36.8,15.1
YPL229W,36.2,5.0
YPL230W,112.6,10.3
YPL231W,275.7,897.5
YPL232W,135.0,46.2
YPL233W,17.9,11.2
YPL234C,353.2,185.6
YPL235W,123.0,43.4
YPL236C,22.3,10.2
YPL237W,425.2,113.3
YPL238C,279.3,106.9
YPL239W,348.5,98.5
YPL240C,4935.5,3112.1
YPL241C,47.2,21.3
YPL242C,40.7,28.0
YPL243W,76.8,26.8
YPL244C,40.4,13.9
YPL245W,40.1,10.9
YPL246C,69.6,26.9
YPL247C,72.2,19.6
YPL248C,20.7,5.6
YPL249C,43.6,33.5
YPL249C-A,124.1,30.8
YPL250C,264.0,83.4
YPL250W-A,4051.5,1414.0
YPL251W,107.5,30.3
YPL252C,59.7,13.0
YPL253C,10.9,4.9
YPL254W,12.5,6.9
YPL255W,19.0,5.7
YPL256C,20.2,11.8
YPL257W,25.0,11.7
YPL258C,13.0,4.3
YPL259C,39.5,9.7
YPL260W,206.5,80.2
YPL262W,453.9,261.0
YPL263C,37.0,39.7
YPL264C,43.2,12.4
YPL265W,437.8,190.2
YPL266W,71.1,23.5
YPL267W,22.0,5.6
YPL268W,12.1,5.7
YPL270W,42.9,23.6
YPL271W,408.9,92.8
YPL273W,167.2,98.0
YPL274W,85.7,42.5
YPR001W,40.4,11.2
YPR002W,217.1,90.4
YPR003C,27.2,10.7
YPR004C,187.2,78.5
YPR005C,49.2,12.8
YPR006C,28.3,13.3
YPR008W,37.6,15.2
YPR009W,58.5,15.6
YPR010C,27.1,56.7
YPR010C-A,125.2,26.0
YPR011C,46.1,13.3
YPR012W,18.9,7.2
YPR013C,23.5,6.4
YPR015C,24.5,6.5
YPR016C,90.0,60.8
YPR017C,21.0,8.2
YPR018W,12.3,5.6
YPR019W,32.6,26.5
YPR020W,153.8,34.1
YPR021C,18.3,9.3
YPR022C,12.6,7.2
YPR023C,63.0,35.3
YPR024W,93.4,45.7
YPR025C,58.9,13.0
YPR026W,47.0,17.7
YPR028W,1253.2,314.1
YPR029C,56.7,27.0
YPR032W,13.6,18.4
YPR033C,208.9,193.1
YPR034W,43.4,11.4
YPR035W,650.6,451.9
YPR036W,599.3,333.0
YPR036W-A,3127.5,637.8
YPR037C,96.7,26.7
YPR038W,97.0,33.3
YPR039W,37.5,4.2
YPR040W,89.3,13.1
YPR041W,189.7,50.8
YPR042C,18.4,35.3
YPR043W,5310.4,4199.2
YPR044C,47.3,32.2
YPR045C,86.4,38.9
YPR046W,78.0,19.8
YPR047W,51.6,13.7
YPR048W,16.1,7.6
YPR049C,13.4,10.3
YPR050C,91.9,18.1
YPR051W,38.2,7.4
YPR052C,200.5,141.6
YPR053C,46.9,32.0
YPR054W,16.5,6.2
YPR055W,36.8,28.3
YPR056W,31.0,13.2
YPR057W,63.8,18.6
YPR058W,49.8,14.5
YPR059C,25.5,11.3
YPR060C,69.2,24.3
YPR061C,26.3,9.0
YPR062W,280.1,66.0
YPR063C,178.4,47.8
YPR065W,88.3,19.2
YPR066W,14.9,4.6
YPR067W,63.6,19.2
YPR068C,27.1,7.3
YPR069C,370.6,248.1
YPR070W,22.7,9.8
YPR071W,21.4,8.1
YPR072W,91.7,31.1
YPR073C,165.8,99.8
YPR074C,261.6,588.1
YPR075C,116.3,39.3
YPR076W,67.7,26.8
YPR078C,53.6,9.7
YPR079W,69.3,13.1
YPR080W,46.9,119.2
YPR081C,37.0,18.0
YPR082C,82.5,40.4
YPR084W,23.9,5.6
YPR085C,27.0,6.3
YPR086W,118.6,55.1
YPR087W,56.6,24.8
YPR088C,113.3,50.7
YPR089W,34.6,20.4
YPR091C,56.0,60.1
YPR092W,38.1,44.9
YPR093C,39.9,14.7
YPR094W,147.2,33.4
YPR097W,25.2,25.5
YPR098C,204.4,95.6
YPR099C,353.2,117.8
YPR100W,197.8,58.5
YPR101W,417.5,35.9
YPR102C,306.6,258.9
YPR103W,381.2,73.3
YPR105C,22.0,13.4
YPR106W,28.7,10.8
YPR107C,104.3,21.1
YPR108W,286.9,114.1
YPR109W,35.7,11.0
YPR110C,127.0,80.7
YPR111W,12.9,6.1
YPR112C,24.0,35.2
YPR113W,137.7,93.3
YPR114W,74.2,34.8
YPR115W,41.1,27.5
YPR117W,19.7,14.9
YPR118W,69.9,56.3
YPR119W,11.4,6.5
YPR121W,15.4,4.0
YPR122W,34.0,20.3
YPR124W,25.5,11.3
YPR125W,26.6,8.4
YPR126C,17.0,7.2
YPR127W,71.4,31.7
YPR128C,29.0,14.6
YPR129W,136.5,40.0
YPR130C,33.9,9.0
YPR131C,51.0,15.3
YPR132W,1294.7,948.1
YPR133C,186.3,41.9
YPR133W-A,652.7,199.0
YPR134W,22.6,7.7
YPR135W,13.6,13.6
YPR136C,11.2,6.2
YPR137W,32.6,11.1
YPR138C,52.4,18.9
YPR139C,64.8,21.0
YPR140W,50.1,15.6
YPR142C,25.8,8.6
YPR143W,45.5,14.2
YPR144C,22.1,10.2
YPR145C-A,18.4,5.1
YPR145W,313.5,228.3
YPR146C,15.9,9.5
YPR147C,39.3,16.3
YPR148C,180.1,60.6
YPR149W,2621.2,754.0
YPR150W,85.0,13.7
YPR151C,134.4,18.6
YPR152C,48.5,6.8
YPR153W,55.2,17.4
YPR154W,290.9,137.6
YPR155C,77.2,57.4
YPR156C,24.4,10.1
YPR157W,22.7,7.8
YPR158C-D,8.1,20.7
YPR158W,274.4,62.8
YPR159W,107.2,114.5
YPR160C-A,42.4,48.1
YPR160W,280.6,209.1
YPR161C,39.2,30.2
YPR162C,33.6,18.8
YPR163C,182.0,123.5
YPR164W,16.8,18.3
YPR165W,712.9,296.3
YPR166C,110.5,36.2
YPR167C,35.5,6.9
YPR168W,67.8,26.6
YPR169W,90.9,26.2
YPR169W-A,158.7,75.5
YPR170W-A,13.0,11.7
YPR171W,22.6,7.2
YPR172W,153.9,75.5
YPR173C,178.4,58.6
YPR174C,70.2,24.9
YPR175W,29.8,16.1
YPR176C,59.2,17.7
YPR177C,43.6,20.1
YPR178W,29.0,10.4
YPR179C,37.5,15.9
YPR180W,61.7,30.6
YPR181C,133.9,66.9
YPR182W,43.0,14.1
YPR183W,120.4,110.1
YPR184W,66.5,60.4
YPR185W,50.5,16.5
YPR186C,17.4,5.2
YPR187W,244.2,82.6
YPR188C,169.8,80.4
YPR189W,26.7,35.8
YPR190C,14.9,10.8
YPR191W,199.8,137.3
YPR192W,12.8,3.7
YPR193C,16.8,4.0
YPR195C,18.0,5.3
YPR196W,15.7,5.3
YPR197C,25.7,17.2
YPR198W,57.2,22.6
YPR199C,30.4,11.3
YPR200C,14.3,4.9
