gene_id,fpkm_Sample1,fpkm_Sample2
YGL230C,22.4,5.1
YGL231C,170.4,58.7
YGL232W,68.7,31.0
YGL233W,38.9,23.1
YGL234W,202.4,248.4
YGL237C,38.3,8.5
YGL238W,111.5,101.5
YGL239C,20.1,33.7
YGL240W,14.8,9.8
YGL241W,11.9,13.6
YGL242C,137.6,48.7
YGL243W,13.9,6.3
YGL244W,147.2,30.5
YGL245W,424.9,454.1
YGL246C,41.7,12.9
YGL247W,96.6,22.9
YGL248W,143.8,41.0
YGL249W,34.8,10.4
YGL250W,61.9,9.7
YGL252C,92.3,35.8
YGL253W,281.5,568.6
YGL254W,12.5,7.3
YGL255W,68.6,23.2
YGL256W,23.6,7.5
YGL257C,28.2,13.0
YGL258W-A,17.4,12.9
YGR001C,52.2,27.7
YGR002C,48.0,11.9
YGR003W,19.4,10.9
YGR005C,108.0,30.1
YGR006W,26.1,9.4
YGR007W,80.0,26.4
YGR008C,813.2,154.5
YGR009C,49.9,19.0
YGR010W,32.1,14.0
YGR011W,20.9,7.7
YGR012W,45.4,21.2
YGR013W,26.7,11.2
YGR015C,18.1,4.3
YGR016W,14.0,4.9
YGR017W,45.4,16.7
YGR018C,23.4,5.6
YGR019W,67.2,32.9
YGR020C,624.5,211.3
YGR021W,27.5,10.5
YGR023W,50.4,4.7
YGR024C,132.7,36.8
YGR026W,362.5,153.0
YGR027C,1267.8,513.5
YGR028W,30.4,12.2
YGR029W,61.8,19.1
YGR030C,26.6,8.9
YGR031W,25.9,8.6
YGR032W,43.7,43.9
YGR033C,67.4,23.5
YGR034W,985.2,786.4
YGR035C,64.0,15.4
YGR035W-A,23.5,11.0
YGR036C,16.8,5.8
YGR037C,492.7,229.4
YGR038W,57.4,21.0
YGR040W,13.1,4.2
YGR041W,13.6,6.1
YGR042W,20.2,6.1
YGR043C,205.4,43.5
YGR044C,75.3,44.3
YGR046W,83.4,18.7
YGR048W,99.3,27.5
YGR049W,107.3,37.6
YGR050C,35.3,8.2
YGR051C,10.0,1.9
YGR052W,119.5,40.8
YGR053C,15.9,3.8
YGR054W,92.1,44.2
YGR055W,169.4,48.9
YGR056W,18.8,6.4
YGR057C,42.7,12.4
YGR058W,22.7,7.4
YGR059W,13.1,2.4
YGR060W,460.4,429.9
YGR061C,104.0,166.5
YGR062C,46.0,14.4
YGR063C,124.2,58.0
YGR064W,80.6,35.3
YGR065C,51.7,16.5
YGR066C,39.3,9.4
YGR067C,13.5,4.6
YGR068C,13.6,5.4
YGR070W,41.7,16.2
YGR071C,17.2,7.6
YGR072W,43.2,8.9
YGR073C,36.7,10.4
YGR074W,63.3,15.2
YGR075C,27.9,7.4
YGR076C,57.8,17.1
YGR077C,31.4,14.3
YGR078C,45.1,25.0
YGR079W,11.8,5.7
YGR080W,174.1,46.0
YGR081C,26.8,11.5
YGR082W,107.3,34.0
YGR083C,48.0,20.0
YGR084C,103.0,23.0
YGR085C,343.4,264.6
YGR086C,401.1,306.8
YGR088W,313.6,141.1
YGR089W,32.8,11.5
YGR090W,23.0,34.3
YGR091W,17.7,6.9
YGR092W,50.0,17.4
YGR093W,15.5,6.7
YGR094W,137.7,351.5
YGR095C,51.8,13.9
YGR096W,14.6,4.9
YGR097W,48.3,32.3
YGR098C,18.8,14.5
YGR099W,15.3,7.7
YGR100W,46.8,24.6
YGR101W,33.1,9.6
YGR102C,175.6,40.8
YGR103W,70.6,64.6
YGR104C,31.4,7.0
YGR105W,146.7,76.3
YGR106C,314.7,180.0
YGR108W,12.6,5.7
YGR110W,11.1,3.3
YGR111W,196.3,58.8
YGR112W,24.7,9.0
YGR113W,34.6,9.9
YGR114C,42.5,100.9
YGR115C,3.2,24.9
YGR116W,52.1,78.0
YGR117C,33.7,17.4
YGR118W,940.6,674.8
YGR119C,71.0,25.3
YGR120C,24.1,6.9
YGR121C,19.1,6.1
YGR121W-A,11.8,6.6
YGR122C-A,73.0,0.0
YGR122W,17.3,7.1
YGR123C,9.3,14.7
YGR124W,258.4,296.1
YGR125W,24.3,19.2
YGR126W,20.8,14.4
YGR127W,128.3,34.4
YGR128C,22.2,18.0
YGR129W,34.4,14.8
YGR130C,154.4,133.5
YGR131W,22.9,5.6
YGR132C,257.5,117.5
YGR133W,47.5,23.1
YGR134W,24.1,9.9
YGR135W,583.3,133.5
YGR136W,556.8,149.6
YGR137W,240.4,60.7
YGR138C,93.6,49.0
YGR140W,24.3,8.5
YGR141W,77.8,26.0
YGR142W,2474.3,542.3
YGR143W,39.5,18.1
YGR144W,16.8,4.2
YGR145W,14.9,13.8
YGR146C,452.9,85.9
YGR146C-A,17.7,16.7
YGR147C,121.9,34.1
YGR148C,623.5,550.6
YGR149W,57.4,18.1
YGR150C,19.3,9.6
YGR151C,11.0,2.5
YGR152C,33.7,11.8
YGR153W,35.8,12.4
YGR154C,24.1,6.4
YGR155W,255.0,222.0
YGR156W,80.3,17.5
YGR157W,168.8,171.1
YGR158C,74.1,28.2
YGR159C,135.7,52.5
YGR160W,58.8,31.4
YGR161C,637.4,115.9
YGR161W-C,184.0,39.6
YGR162W,44.8,68.3
YGR163W,58.9,18.9
YGR164W,50.3,8.8
YGR165W,49.8,16.9
YGR166W,45.1,17.3
YGR167W,504.0,171.4
YGR168C,55.1,10.3
YGR169C-A,191.4,16.0
YGR170W,23.9,14.6
YGR171C,20.0,8.7
YGR172C,75.7,24.1
YGR173W,51.7,23.0
YGR174C,69.9,22.2
YGR175C,137.6,234.6
YGR178C,251.4,119.2
YGR179C,13.5,5.1
YGR180C,660.5,523.0
YGR181W,152.4,59.2
YGR182C,63.5,42.5
YGR183C,823.6,251.8
YGR184C,61.9,66.0
YGR185C,387.1,252.0
YGR186W,136.2,61.0
YGR187C,28.4,9.0
YGR188C,17.2,5.8
YGR189C,200.6,109.0
YGR190C,40.4,21.9
YGR191W,52.4,23.9
YGR192C,18926.8,23052.6
YGR193C,147.9,65.9
YGR194C,59.6,19.2
YGR195W,70.6,19.6
YGR196C,21.4,12.1
YGR197C,67.9,14.8
YGR198W,35.0,18.6
YGR199W,28.3,13.1
YGR200C,32.5,27.9
YGR201C,63.5,19.0
YGR202C,54.8,19.7
YGR203W,25.6,11.7
YGR204C-A,507.9,0.0
YGR204W,237.3,339.5
YGR205W,43.4,25.5
YGR206W,166.9,46.4
YGR207C,276.7,91.7
YGR208W,118.9,29.9
YGR209C,1431.8,349.7
YGR210C,169.8,51.8
YGR211W,415.8,152.3
YGR212W,22.6,10.9
YGR213C,30.0,12.2
YGR214W,809.3,607.9
YGR215W,139.6,32.0
YGR216C,22.7,9.9
YGR217W,16.3,11.0
YGR218W,177.6,186.1
YGR219W,56.8,16.1
YGR220C,93.2,34.2
YGR221C,11.3,8.5
YGR222W,68.4,14.9
YGR223C,36.2,10.6
YGR227W,18.4,8.7
YGR228W,39.8,21.0
YGR229C,56.3,31.9
YGR230W,22.1,8.3
YGR231C,342.7,152.9
YGR232W,196.2,71.3
YGR233C,12.0,12.4
YGR234W,352.4,396.4
YGR235C,109.5,36.8
YGR236C,29.2,12.0
YGR237C,49.3,26.9
YGR238C,14.7,6.4
YGR239C,41.6,12.4
YGR240C,203.7,701.1
YGR240C-A,21.0,15.6
YGR241C,33.5,10.6
YGR242W,22.6,8.8
YGR243W,75.0,15.9
YGR244C,238.5,122.4
YGR245C,20.4,20.4
YGR246C,90.0,34.5
YGR247W,105.6,35.9
YGR248W,419.0,110.3
YGR249W,111.8,69.1
YGR250C,199.7,142.7
YGR251W,14.4,6.3
YGR252W,89.2,16.6
YGR253C,420.3,147.9
YGR254W,1174.5,2016.6
YGR255C,79.2,33.9
YGR256W,22.3,5.8
YGR257C,39.2,13.9
YGR258C,18.9,15.8
YGR260W,28.8,15.3
YGR261C,27.5,20.3
YGR262C,43.6,12.4
YGR263C,25.9,12.4
YGR264C,103.9,164.0
YGR265W,41.1,120.0
YGR266W,89.5,61.0
YGR267C,417.6,116.4
YGR268C,90.5,30.5
YGR270W,55.2,40.3
YGR271C-A,31.8,9.3
YGR271W,17.9,26.3
YGR274C,24.0,12.2
YGR275W,203.0,45.5
YGR276C,50.8,19.5
YGR277C,77.7,31.9
YGR278W,16.9,5.7
YGR279C,536.9,437.2
YGR280C,65.4,5.2
YGR281W,44.5,41.3
YGR282C,1932.6,1083.0
YGR283C,61.7,20.8
YGR284C,799.6,211.5
YGR285C,771.2,549.4
YGR286C,30.2,13.3
YGR287C,10.2,5.4
YGR288W,20.7,8.2
YGR289C,22.1,6.0
YGR295C,239.4,85.0
YHL001W,60.4,43.0
YHL002C-A,51.6,20.0
YHL002W,58.8,15.8
YHL003C,63.1,27.1
YHL004W,41.8,17.8
YHL006W-A,40.4,27.7
YHL007C,33.2,14.0
YHL010C,14.3,8.8
YHL011C,109.7,47.9
YHL012W,18.6,5.5
YHL013C,14.1,5.5
YHL014C,10.8,4.3
YHL015W,4515.2,1930.3
YHL016C,11.7,5.5
YHL017W,29.0,16.9
YHL018W,14.9,9.5
YHL019C,32.3,10.3
YHL019W-A,14.6,4.8
YHL020C,54.5,20.1
YHL021C,186.1,68.0
YHL023C,14.6,10.4
YHL024W,40.1,29.5
YHL025W,74.7,17.0
YHL026C,45.4,14.1
YHL027W,66.7,24.9
YHL029C,23.4,9.5
YHL030W,41.1,60.7
YHL030W-A,59.9,26.2
YHL031C,36.0,10.6
YHL032C,24.0,10.0
YHL033C,328.3,373.2
YHL034C,379.7,179.2
YHL034W-A,230.8,103.0
YHL035C,34.7,27.2
YHL036W,48.3,20.0
YHL037C,11.0,4.2
YHL038C,38.6,10.9
YHL039W,20.5,11.4
YHL040C,38.3,15.7
YHL042W,32.4,10.8
YHL043W,36.2,8.3
YHL044W,40.9,10.3
YHL046W-A,45.6,39.5
YHL047C,38.1,18.5
YHL048C-A,34.1,0.0
YHL048W,101.8,42.9
YHR001W,91.6,30.5
YHR001W-A,162.9,68.4
YHR002W,28.7,9.6
YHR003C,45.0,20.6
YHR004C,46.2,13.5
YHR005C,44.0,17.3
YHR005C-A,381.7,137.7
YHR006W,92.4,25.7
YHR007C,395.1,192.8
YHR007C-A,301.3,84.9
YHR008C,612.8,212.8
YHR009C,70.8,64.3
YHR010W,1374.5,1079.9
YHR011W,16.4,4.8
YHR012W,66.9,21.9
YHR013C,33.3,19.5
YHR016C,134.3,41.0
YHR017W,55.1,13.3
YHR018C,352.9,127.8
YHR019C,326.7,378.7
YHR020W,65.9,173.7
YHR021C,4085.4,3650.4
YHR021W-A,42.4,6.5
YHR022C,40.5,6.2
YHR023W,16.5,26.1
YHR024C,72.5,35.2
YHR025W,177.1,122.0
YHR026W,352.1,133.4
YHR027C,225.4,211.1
YHR028C,128.3,74.1
YHR029C,186.3,94.7
YHR030C,171.2,51.9
YHR031C,18.2,8.9
YHR032C-A,195.1,0.0
YHR032W,29.7,14.6
YHR032W-A,28.4,17.5
YHR033W,28.3,9.0
YHR034C,16.1,7.5
YHR036W,17.2,6.2
YHR037W,97.7,55.7
YHR038W,61.9,13.3
YHR039C,101.9,52.9
YHR039C-A,1113.5,715.7
YHR040W,13.5,5.0
YHR041C,21.6,30.5
YHR042W,53.1,42.4
YHR043C,137.7,46.8
YHR044C,17.2,5.8
YHR045W,26.7,15.3
YHR046C,60.9,17.4
YHR047C,53.8,81.9
YHR048W,11.1,4.1
YHR049W,1086.1,267.5
YHR050W,27.0,12.5
YHR050W-A,14.9,15.3
YHR051W,276.9,103.3
YHR052W,50.7,20.6
YHR056C,15.9,8.6
YHR056W-A,13.1,6.6
YHR057C,300.6,81.1
YHR058C,18.8,6.5
YHR059W,58.2,13.3
YHR060W,124.9,47.0
YHR061C,10.2,4.3
YHR062C,14.7,6.2
YHR063C,78.7,48.5
YHR063W-A,480.0,777.2
YHR064C,560.2,617.8
YHR065C,88.7,26.1
YHR066W,17.0,10.1
YHR067W,32.6,10.7
YHR068W,135.4,113.9
YHR069C,45.2,16.4
YHR069C-A,17.6,9.9
YHR070C-A,12.3,5.3
YHR070W,16.8,10.9
YHR071C-A,30.8,20.9
YHR071W,1218.3,498.5
YHR072W,47.1,26.5
YHR072W-A,522.0,147.5
YHR073W,28.3,17.6
YHR074W,96.8,78.5
YHR075C,62.1,13.4
YHR076W,63.8,35.7
YHR077C,41.9,24.0
YHR078W,31.7,16.8
YHR079C,24.0,11.9
YHR080C,14.1,11.5
YHR081W,82.6,16.1
YHR082C,59.6,76.9
YHR083W,72.7,24.5
YHR085W,14.4,5.8
YHR086W,21.5,9.9
YHR086W-A,14.4,18.0
YHR087W,634.4,184.2
YHR088W,59.8,22.4
YHR089C,105.7,15.8
YHR090C,56.3,12.5
YHR091C,26.3,8.1
YHR092C,41.9,15.0
YHR093W,13.7,5.0
YHR094C,134.0,62.3
YHR096C,60.4,21.3
YHR097C,128.9,24.7
YHR098C,36.2,33.8
YHR099W,31.4,41.2
YHR100C,28.0,14.9
YHR101C,35.4,8.6
YHR102W,29.0,11.4
YHR103W,28.4,17.3
YHR104W,1611.6,364.5
YHR105W,32.9,11.7
YHR106W,109.2,26.1
YHR107C,138.1,45.1
YHR108W,166.8,51.2
YHR109W,11.4,5.2
YHR110W,144.1,49.1
YHR111W,51.6,21.9
YHR112C,165.5,40.1
YHR113W,102.2,50.4
YHR114W,43.6,16.1
YHR115C,64.5,11.9
YHR116W,36.0,14.7
YHR117W,48.9,27.3
YHR118C,24.0,7.6
YHR119W,16.0,7.8
YHR120W,12.4,5.3
YHR121W,137.3,45.7
YHR122W,81.5,30.7
YHR123W,26.5,11.7
YHR124W,13.4,4.4
YHR127W,11.7,6.3
YHR128W,73.5,46.8
YHR129C,19.5,6.2
YHR131C,14.9,7.0
YHR131W-A,22.0,16.7
YHR132C,180.8,88.6
YHR132W-A,108.8,26.0
YHR133C,59.0,34.3
YHR134W,25.4,9.0
YHR135C,59.4,16.8
YHR136C,12.0,4.2
YHR137W,36.9,9.9
YHR138C,446.3,109.1
YHR139C,15.8,3.8
YHR140W,178.0,44.7
YHR141C,1684.4,1147.3
YHR142W,72.2,14.2
YHR143W,107.3,66.0
YHR143W-A,178.5,33.7
YHR146W,355.8,88.1
YHR147C,107.8,28.5
YHR148W,16.6,9.0
YHR150W,12.0,5.3
YHR151C,11.1,6.7
YHR152W,70.0,22.9
YHR154W,8.6,13.2
YHR155W,31.3,19.5
YHR156C,130.0,49.7
YHR157W,95.6,23.8
YHR158C,16.8,19.4
YHR159W,20.5,5.0
YHR160C,24.6,3.8
YHR161C,91.8,30.5
YHR162W,662.2,187.0
YHR163W,205.8,84.2
YHR164C,14.9,9.7
YHR165C,38.4,38.8
YHR166C,19.2,7.0
YHR167W,21.1,6.0
YHR168W,11.8,3.4
YHR169W,21.5,8.6
YHR170W,27.2,23.5
YHR171W,21.7,9.9
YHR174W,9282.7,14285.7
YHR175W,131.0,45.3
YHR175W-A,114.6,104.4
YHR176W,27.9,9.4
YHR177W,11.1,4.7
YHR178W,17.0,6.5
YHR179W,555.5,360.1
YHR180W,47.8,8.4
YHR181W,75.4,25.2
YHR182C-A,65.8,203.4
YHR183W,256.9,584.1
YHR186C,15.3,11.2
YHR187W,21.9,6.7
YHR188C,76.4,43.1
YHR189W,21.8,10.7
YHR190W,431.3,223.4
YHR191C,49.3,13.0
YHR192W,46.5,15.7
YHR193C,1345.2,531.7
YHR194W,24.4,9.7
YHR195W,84.9,25.2
YHR196W,34.3,14.2
YHR197W,18.9,13.2
YHR198C,53.5,15.9
YHR199C,186.7,42.9
YHR200W,269.1,95.2
YHR201C,96.2,28.2
YHR202W,16.3,10.2
YHR203C,591.4,560.7
YHR204W,13.8,5.9
YHR205W,45.4,21.7
YHR206W,27.7,10.4
YHR207C,23.1,8.7
YHR208W,105.7,63.0
YHR209W,170.6,63.5
YHR210C,19.4,11.9
YHR211W,35.9,9.8
YHR214C-C,17.8,62.7
YIL002C,29.8,11.4
YIL002W-A,758.8,217.4
YIL003W,31.7,10.3
YIL004C,62.2,33.9
YIL005W,29.4,17.7
YIL006W,16.8,4.8
YIL007C,74.3,16.2
YIL008W,224.6,106.5
YIL009C-A,29.3,9.9
YIL009W,15.6,11.3
YIL010W,107.2,52.1
YIL011W,15.0,4.9
YIL012W,17.1,4.4
YIL013C,21.5,8.9
YIL014C-A,59.2,18.8
YIL014W,26.3,18.9
YIL015W,18.2,20.5
YIL016W,65.1,27.5
YIL017C,41.9,22.0
YIL018W,1502.3,1175.0
YIL019W,54.1,15.4
YIL020C,56.5,18.1
YIL020C-A,57.0,16.4
YIL021C-A,20.1,7.7
YIL021W,86.6,17.2
YIL022W,74.1,25.1
YIL023C,94.6,25.8
YIL024C,71.7,15.1
YIL026C,13.1,21.6
YIL027C,112.4,27.3
YIL029C,39.7,5.7
YIL029W-A,12.4,14.6
YIL030C,44.9,29.3
YIL030W-A,20.0,12.6
YIL031W,18.1,10.1
YIL033C,180.4,63.3
YIL034C,322.4,90.3
YIL035C,162.4,43.7
YIL036W,58.8,16.0
YIL038C,48.9,19.9
YIL039W,69.8,33.8
YIL040W,75.7,26.0
YIL041W,352.3,268.9
YIL042C,23.3,7.1
YIL043C,486.8,208.0
YIL044C,53.4,18.8
YIL045W,44.9,13.1
YIL046W,31.0,10.1
YIL046W-A,16.3,19.4
YIL047C,39.2,28.4
YIL047C-A,33.4,9.7
YIL048W,31.8,23.5
YIL049W,94.0,20.2
YIL050W,43.0,12.0
YIL051C,626.6,220.1
YIL052C,929.4,599.8
YIL053W,682.7,525.2
YIL055C,18.5,4.8
YIL056W,68.2,23.5
YIL059C,26.2,5.1
YIL060W,25.6,5.9
YIL062C,328.1,78.6
YIL063C,118.9,42.3
YIL064W,25.4,18.8
YIL065C,72.6,23.1
YIL066W-A,10.0,6.6
YIL067C,11.4,5.6
YIL068C,21.1,9.9
YIL069C,208.8,130.4
YIL070C,109.7,42.6
YIL071C,21.5,8.3
YIL071W-A,27.0,7.4
YIL072W,22.9,6.8
YIL073C,12.2,5.4
YIL074C,69.6,28.7
YIL075C,300.4,216.7
YIL076W,228.0,102.0
YIL077C,44.6,13.2
YIL078W,235.7,409.9
YIL079C,11.9,5.3
YIL083C,51.3,25.1
YIL084C,35.9,11.5
YIL085C,50.0,13.0
YIL086C,35.0,5.6
YIL087C,98.6,22.3
YIL088C,106.8,40.8
YIL089W,46.4,10.2
YIL090W,25.3,11.7
YIL091C,15.3,8.6
YIL093C,34.4,15.7
YIL094C,197.0,132.8
YIL095W,27.3,10.3
YIL097W,45.0,13.8
YIL098C,118.4,29.5
YIL101C,37.7,5.7
YIL102C-A,47.8,14.5
YIL103W,22.2,8.3
YIL105C,66.0,28.8
YIL105W-A,27.4,26.1
YIL106W,68.9,20.1
YIL107C,98.8,30.5
YIL108W,68.8,42.4
YIL109C,109.0,88.4
YIL110W,35.7,23.6
YIL111W,171.7,63.1
YIL112W,31.8,17.1
YIL113W,48.0,13.2
YIL114C,33.9,24.4
YIL115C,33.2,37.6
YIL115W-A,40.9,55.7
YIL116W,307.2,194.7
YIL117C,405.5,106.2
YIL118W,77.8,19.5
YIL119C,20.1,8.7
YIL120W,22.4,7.8
YIL121W,27.3,6.8
YIL122W,12.1,3.6
YIL123W,49.5,46.7
YIL124W,301.0,90.4
YIL125W,70.5,102.7
YIL126W,11.6,20.2
YIL127C,34.1,11.2
YIL128W,28.6,21.7
YIL129C,39.5,53.4
YIL130W,23.7,12.4
YIL131C,13.8,7.5
YIL132C,13.2,4.8
YIL133C,413.3,386.5
YIL134W,26.6,10.2
YIL135C,90.2,13.3
YIL136W,165.9,32.3
YIL137C,45.9,48.5
YIL138C,356.1,196.2
YIL139C,43.8,11.8
YIL140W,25.4,14.7
YIL141W,12.7,7.5
YIL142C-A,164.1,115.0
YIL142W,195.1,82.4
YIL143C,112.9,46.1
YIL144W,57.4,15.1
YIL145C,66.9,29.2
YIL146C,18.8,6.7
YIL147C,16.8,18.0
YIL148W,2289.6,1512.4
YIL149C,31.4,23.8
YIL151C,24.4,11.7
YIL152W,57.3,10.1
YIL153W,39.0,11.5
YIL154C,97.6,26.3
YIL155C,106.4,32.2
YIL156W,11.8,7.8
YIL156W-A,53.6,23.8
YIL156W-B,444.5,152.5
YIL157C,185.9,66.7
YIL158W,24.9,8.6
YIL159W,10.2,3.1
YIL160C,22.3,4.6
YIL161W,57.9,20.6
YIL162W,36.1,16.6
YIL163C,10.2,2.6
YIL164C,17.1,4.7
YIL165C,20.2,4.1
YIL166C,11.0,3.1
YIL167W,12.6,2.2
YIL168W,16.1,2.7
YIL169C,82.9,63.4
YIR001C,52.9,13.4
YIR002C,34.0,15.8
YIR003W,74.2,25.4
YIR004W,84.1,29.0
YIR005W,34.8,12.9
YIR006C,50.6,83.6
YIR007W,15.5,11.4
YIR008C,16.5,6.6
YIR009W,29.6,8.5
YIR010W,21.7,6.0
YIR011C,87.5,21.6
YIR012W,66.7,55.6
YIR014W,21.0,9.6
YIR015W,38.0,13.2
YIR016W,39.0,9.4
YIR017C,52.0,8.2
YIR017W-A,11.9,3.1
YIR018W,41.7,16.6
YIR020C,10.8,4.7
YIR021W,14.1,4.2
YIR022W,203.5,63.0
YIR023C-A,16.3,3.2
YIR023W,17.5,7.2
YIR024C,44.5,10.9
YIR025W,15.8,2.4
YIR026C,32.2,14.6
YIR029W,11.8,1.7
YIR030W-A,17.2,4.9
YIR031C,35.8,8.7
YIR032C,28.0,7.6
YIR033W,19.1,16.7
YIR034C,168.8,90.7
YIR035C,98.1,55.5
YIR036C,85.3,36.0
YIR036W-A,55.1,27.3
YIR037W,724.2,205.1
YIR038C,517.3,151.1
YIR039C,131.6,30.9
YJL001W,227.5,69.6
YJL002C,209.9,103.9
YJL003W,63.5,22.1
YJL004C,77.3,27.4
YJL005W,39.6,37.3
YJL006C,11.3,5.1
YJL008C,157.0,96.3
YJL009W,60.4,44.2
YJL010C,12.2,14.3
YJL011C,10.1,5.5
YJL012C,101.1,84.3
YJL013C,20.0,9.4
YJL014W,127.8,99.3
YJL015C,27.2,14.1
YJL016W,104.2,33.1
YJL020C,90.2,78.4
YJL020W-A,21.3,38.0
YJL022W,12.6,4.6
YJL023C,47.0,10.8
YJL024C,50.4,14.9
YJL026C-A,121.0,215.3
YJL026W,343.8,482.5
YJL029C,24.7,12.9
YJL030W,60.8,16.4
YJL031C,82.6,24.9
YJL032W,30.8,8.1
YJL033W,22.0,18.6
YJL034W,1716.5,718.4
YJL035C,150.7,36.7
YJL036W,89.2,22.5
YJL039C,21.7,34.6
YJL041W,44.9,47.5
YJL042W,90.4,48.6
YJL044C,44.5,13.1
YJL046W,60.9,18.5
YJL047C,29.7,11.9
YJL047C-A,155.8,103.2
YJL048C,212.2,60.9
YJL049W,87.8,11.4
YJL050W,13.6,24.5
YJL051W,13.1,6.3
YJL052W,1048.1,653.3
YJL053W,77.0,20.9
YJL054W,39.7,21.6
YJL055W,478.3,124.5
YJL057C,69.5,23.8
YJL058C,12.4,3.8
YJL059W,63.4,12.5
YJL060W,131.8,45.0
YJL061W,30.9,18.2
YJL062W,17.1,9.0
YJL062W-A,511.2,134.5
YJL063C,64.6,18.9
YJL064W,26.0,6.3
YJL065C,29.1,8.2
YJL066C,147.2,36.2
YJL067W,57.4,13.6
YJL068C,257.4,91.3
YJL069C,19.9,9.1
YJL070C,47.7,25.3
YJL071W,16.7,6.2
YJL072C,23.7,6.0
YJL073W,10.7,5.3
YJL074C,6.6,14.9
YJL075C,41.9,49.9
YJL076W,48.2,70.5
YJL077C,46.3,19.1
YJL078C,43.8,27.6
YJL079C,96.7,16.3
YJL080C,43.6,130.3
YJL081C,95.1,42.9
YJL082W,113.5,66.5
YJL083W,16.3,12.4
YJL084C,28.9,12.1
YJL085W,24.4,12.1
YJL087C,10.0,9.1
YJL088W,216.7,107.9
YJL089W,51.0,13.5
YJL091C,25.7,21.3
YJL092W,17.1,12.6
YJL093C,37.5,16.9
YJL094C,28.8,11.3
YJL096W,168.6,34.9
YJL097W,105.4,42.8
YJL098W,40.0,26.8
YJL099W,29.7,20.8
YJL100W,27.4,14.2
YJL101C,38.6,26.7
YJL102W,11.9,5.6
YJL103C,17.7,6.0
YJL104W,247.5,61.3
YJL105W,34.8,10.2
YJL107C,22.8,13.5
YJL108C,23.8,11.0
YJL109C,20.2,43.8
YJL110C,24.9,10.0
YJL111W,157.1,45.6
YJL112W,32.0,13.0
YJL115W,78.0,9.3
YJL116C,100.7,28.5
YJL117W,174.6,60.7
YJL121C,261.7,190.4
YJL122W,48.6,21.2
YJL123C,194.3,46.1
YJL124C,127.4,37.4
YJL125C,13.6,5.7
YJL126W,34.2,9.0
YJL127C,21.4,8.3
YJL127C-B,249.6,70.0
YJL127W-A,295.6,255.4
YJL128C,29.8,11.9
YJL129C,39.8,19.1
YJL130C,211.5,850.6
YJL131C,51.0,29.2
YJL132W,70.3,30.8
YJL133C-A,1740.8,319.5
YJL133W,23.8,6.9
YJL134W,26.0,9.4
YJL136C,2952.6,1216.4
YJL137C,16.4,6.8
YJL138C,9.6,14.4
YJL139C,41.1,11.6
YJL140W,285.1,74.8
YJL141C,112.6,35.1
YJL142C,91.3,33.2
YJL143W,238.6,73.2
YJL144W,518.6,83.9
YJL145W,92.6,48.3
YJL146W,31.4,8.9
YJL147C,19.2,5.9
YJL148W,54.9,14.4
YJL149W,63.3,20.5
YJL150W,27.6,7.8
YJL151C,223.3,68.0
YJL152W,83.6,55.0
YJL153C,22.9,10.3
YJL154C,46.5,35.0
YJL155C,75.2,24.1
YJL156C,20.7,34.9
YJL156W-A,13.3,8.3
YJL157C,13.2,7.4
YJL158C,179.5,75.7
YJL159W,622.6,374.0
YJL160C,23.6,3.8
YJL161W,92.5,20.2
YJL163C,29.0,9.3
YJL164C,38.6,27.3
YJL165C,75.5,35.4
YJL166W,515.0,111.8
YJL167W,948.8,540.0
YJL168C,30.3,11.5
YJL169W,28.1,9.0
YJL170C,25.1,6.4
YJL171C,175.0,178.1
YJL172W,56.3,134.9
YJL173C,155.4,73.3
YJL174W,354.6,96.4
YJL176C,23.1,11.8
YJL177W,426.2,399.8
YJL178C,81.9,35.0
YJL179W,82.3,25.3
YJL180C,41.1,11.4
YJL183W,40.3,22.1
YJL184W,72.3,22.4
YJL185C,18.3,7.7
YJL186W,28.7,25.8
YJL187C,15.9,7.8
YJL188C,570.0,171.9
YJL189W,5850.2,1949.0
YJL190C,1400.2,1123.7
YJL191W,433.7,87.9
YJL192C,152.2,59.0
YJL193W,10.7,3.5
YJL196C,129.6,69.7
YJL197W,18.0,18.1
YJL199C,66.5,22.7
YJL200C,32.1,60.2
YJL201W,33.9,10.2
YJL202C,18.0,6.0
YJL203W,19.2,6.7
YJL204C,12.3,8.3
YJL205C,44.8,19.2
YJL206C,17.9,7.8
YJL207C,17.6,23.8
YJL208C,23.0,13.4
YJL209W,18.3,6.0
YJL210W,33.1,8.2
YJL211C,29.2,11.6
YJL212C,20.4,12.9
YJL213W,19.9,8.1
YJL214W,10.7,5.7
YJL215C,11.6,4.4
YJL216C,18.2,5.4
YJL217W,464.3,164.9
YJL218W,16.8,5.2
YJR001W,51.3,22.7
YJR002W,38.5,24.8
YJR003C,20.2,8.1
YJR004C,24.0,5.5
YJR005C-A,39.2,9.5
YJR005W,38.6,16.2
YJR006W,58.3,21.6
YJR007W,186.9,85.2
YJR008W,99.1,24.9
YJR009C,1904.1,3611.5
YJR010C-A,48.2,26.9
YJR010W,48.8,12.8
YJR011C,18.8,6.5
YJR012C,28.8,5.7
YJR013W,30.1,10.7
YJR014W,276.6,108.3
YJR015W,77.7,51.7
YJR016C,134.6,260.5
YJR017C,183.1,67.3
YJR018W,143.7,66.6
YJR019C,29.0,8.5
YJR020W,20.2,8.8
YJR021C,30.2,7.0
YJR022W,26.9,9.7
YJR023C,12.1,4.8
